state,category,date,disaster,disaster_info,designated_area,severity,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Hancock (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Harrison (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Hendricks (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Henry (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Howard (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Huntington (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jackson (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jasper (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jay (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jefferson (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jennings (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Johnson (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Knox (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Kosciusko (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,LaGrange (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lake (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,LaPorte (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lawrence (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Madison (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Marion (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Marshall (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Martin (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Miami (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Monroe (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Montgomery (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Morgan (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Newton (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Noble (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Ohio (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Orange (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Owen (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Parke (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Perry (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Pike (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Porter (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Posey (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Pulaski (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Putnam (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Randolph (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Ripley (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Rush (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,St. Joseph (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Scott (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Shelby (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Spencer (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Starke (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Steuben (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Sullivan (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Switzerland (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Tippecanoe (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Tipton (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Union (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Vanderburgh (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Vermillion (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Vigo (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Wabash (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Warren (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Warrick (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Washington (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Wayne (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Wells (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,White (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
IN,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Whitley (County),0.0,25.1,20.9,30.3,0.0,0.0,118.0,10.8,1020.8
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Autauga (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Baldwin (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Barbour (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Bibb (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Blount (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Bullock (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Butler (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Calhoun (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Chambers (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cherokee (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Chilton (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Choctaw (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Clarke (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Clay (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cleburne (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Coffee (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Colbert (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Conecuh (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Coosa (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Covington (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Crenshaw (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cullman (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Dale (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Dallas (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,DeKalb (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Elmore (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Escambia (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Etowah (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Fayette (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Franklin (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Geneva (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Greene (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Hale (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Henry (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Houston (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jackson (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jefferson (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lamar (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lauderdale (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lawrence (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lee (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Limestone (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lowndes (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Macon (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Madison (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Marengo (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Marion (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Marshall (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Mobile (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Monroe (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Montgomery (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Morgan (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Perry (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Pickens (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Pike (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Randolph (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Russell (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,St. Clair (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Shelby (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Sumter (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Talladega (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Tallapoosa (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Tuscaloosa (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Walker (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Washington (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Wilcox (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
AL,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Winston (County),0.0,25.1,18.1,32.5,0.0,0.0,,5.0,1019.1
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Allen (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Anderson (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Atchison (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Barber (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Barton (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Bourbon (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Brown (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Butler (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Chase (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Chautauqua (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cherokee (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cheyenne (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Clark (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Clay (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cloud (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Coffey (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Comanche (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Cowley (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Crawford (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Decatur (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Dickinson (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Doniphan (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Douglas (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Edwards (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Elk (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Ellis (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Ellsworth (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Finney (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Ford (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Franklin (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Geary (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Gove (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Graham (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Grant (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Gray (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Greeley (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Greenwood (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Hamilton (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Harper (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Harvey (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Haskell (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Hodgeman (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jackson (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jefferson (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Jewell (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Johnson (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Kearny (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Kingman (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Kiowa (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Labette (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
KS,EM,2005-09-10,Hurricane,Hurricane Katrina Evacuation,Lane (County),0.0,26.7,22.4,30.7,0.0,0.0,181.0,14.8,1014.8
