state,category,date,disaster,disaster_info,designated_area,severity,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres
TX,FM,2000-01-03,Fire,Saddleback Fire,Wise (County),0.0,15.5,9.4,21.1,0.0,0.0,294.0,17.3,1012.8
TX,FM,2000-01-04,Fire,Purgatory Fire,Comal (County),0.0,6.1,-0.6,12.2,0.0,0.0,,13.7,1030.2
TX,FM,2000-01-05,Fire,Bob's Trail Fire,Bastrop (County),0.0,6.1,-3.4,15.0,0.0,0.0,,9.0,1025.3
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Ballard (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Breckinridge (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Carlisle (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Livingston (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Spencer (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Hancock (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Henderson (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Crittenden (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Daviess (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Hopkins (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
KY,DR,2000-01-10,Tornado,"Tornadoes, Severe Storms, Torrential Rains, And Flash Flooding",Webster (County),0.5,8.9,4.4,13.3,0.0,0.0,198.0,25.6,1002.9
NV,FM,2000-01-13,Fire,Nv - Spring Creek Fire - 1999,Elko (County),0.0,11.0,4.3,17.6,0.0,0.0,,6.8,1025.0
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Banks (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Barrow (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Bartow (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Butts (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Carroll (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Catoosa (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Chattooga (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Cherokee (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Clarke (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Cobb (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Dawson (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,DeKalb (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Douglas (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Elbert (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Fannin (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Floyd (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Forsyth (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Franklin (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Fulton (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Gilmer (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Gordon (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Greene (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Gwinnett (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Habersham (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Hall (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Haralson (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Hart (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Henry (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Jackson (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Jasper (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Jones (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Lamar (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Lumpkin (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Monroe (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Newton (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Oconee (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Oglethorpe (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Paulding (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Pickens (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Pike (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Rabun (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Rockdale (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Spalding (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Stephens (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Taliaferro (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Union (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Upson (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Walker (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Walton (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,White (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
GA,DR,2000-01-28,Severe Storm,Severe Winter Storm,Wilkes (County),1.0,1.7,-0.0,3.3,0.5,0.0,85.0,19.8,1030.9
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Edgefield (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Abbeville (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Aiken (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Allendale (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Bamberg (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Barnwell (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Berkeley (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Calhoun (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Charleston (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Cherokee (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Chester (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Chesterfield (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Clarendon (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Colleton (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Darlington (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Dillon (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Dorchester (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Fairfield (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Florence (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Georgetown (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Greenwood (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Kershaw (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Lancaster (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Laurens (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Lee (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Lexington (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,McCormick (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Marion (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Marlboro (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Newberry (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Orangeburg (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Richland (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Saluda (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Spartanburg (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Sumter (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Union (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Williamsburg (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
SC,DR,2000-01-31,Severe Storm,Severe Winter Storm,York (County),1.0,-0.8,-4.2,2.5,0.0,0.0,265.0,11.2,1020.2
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Alamance (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Anson (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Cabarrus (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Caswell (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Chatham (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Davidson (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Durham (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Edgecombe (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Franklin (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Granville (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Guilford (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Halifax (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Harnett (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Hoke (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Johnston (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Lee (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Mecklenburg (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Montgomery (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Moore (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Nash (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Northampton (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Orange (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Person (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Randolph (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Richmond (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Rockingham (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Scotland (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Stanly (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Union (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Vance (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Wake (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Warren (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
NC,DR,2000-01-31,Severe Storm,Severe Winter Storm,Wilson (County),1.0,-1.5,-4.8,1.3,0.0,178.0,267.0,9.7,1018.3
GA,DR,2000-02-15,Severe Storm,Severe Storms/Tornados,Decatur (County),1.0,11.1,2.2,20.0,0.0,0.0,,9.0,1022.0
GA,DR,2000-02-15,Severe Storm,Severe Storms/Tornados,Turner (County),1.0,11.1,2.2,20.0,0.0,0.0,,9.0,1022.0
GA,DR,2000-02-15,Severe Storm,Severe Storms/Tornados,Colquitt (County),1.0,11.1,2.2,20.0,0.0,0.0,,9.0,1022.0
GA,DR,2000-02-15,Severe Storm,Severe Storms/Tornados,Grady (County),1.0,11.1,2.2,20.0,0.0,0.0,,9.0,1022.0
GA,DR,2000-02-15,Severe Storm,Severe Storms/Tornados,Mitchell (County),1.0,11.1,2.2,20.0,0.0,0.0,,9.0,1022.0
GA,DR,2000-02-15,Severe Storm,Severe Storms/Tornados,Tift (County),1.0,11.1,2.2,20.0,0.0,0.0,,9.0,1022.0
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Bienville (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Claiborne (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Lincoln (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Ouachita (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Richland (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Union (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,Webster (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
LA,DR,2000-02-15,Snowstorm,Severe Winter Storm,West Carroll (Parish),0.5,19.4,14.4,24.4,0.0,0.0,149.0,11.2,1020.4
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Aleutians East (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Anchorage (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Bethel (Census Area),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Bristol Bay (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Denali (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Dillingham (Census Area),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Fairbanks North Star (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Kenai Peninsula (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Kodiak Island (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Lake and Peninsula (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Matanuska-Susitna (Borough),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Southeast Fairbanks (Census Area),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Valdez-Cordova (Census Area),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AK,DR,2000-02-17,Severe Storm,Severe Winter Storms And Avalanches,Wade Hampton (Census Area),1.0,-1.6,-3.2,0.1,0.0,406.0,,7.6,1009.6
AL,DR,2000-02-18,Severe Storm,Severe Winter Storms,Cherokee (County),1.0,21.4,18.1,24.7,0.5,0.0,191.0,20.2,1018.0
AL,DR,2000-02-18,Severe Storm,Severe Winter Storms,DeKalb (County),1.0,21.4,18.1,24.7,0.5,0.0,191.0,20.2,1018.0
AL,DR,2000-02-18,Severe Storm,Severe Winter Storms,Jackson (County),1.0,21.4,18.1,24.7,0.5,0.0,191.0,20.2,1018.0
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Bourbon (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Harrison (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Johnson (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Lawrence (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Oldham (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Pendleton (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Bath (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Mason (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Robertson (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Boyd (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Carter (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
KY,DR,2000-02-28,Severe Storm,Severe Storms And Flooding,Fleming (County),1.0,8.3,1.1,15.6,0.0,0.0,,4.3,1026.5
